Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Scourge","The Scourge Boulder > Outer Space Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124486373/the-scourge,3.0,-1,"Boulder, Alpine",V9,1,15,47.80061,-121.05477
"The Warrior","The Queen Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121383493/the-warrior,3.0,-1,Boulder,V9,1,15,47.79461,-121.06415
"The Wave","The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116827303/the-wave,2.6,-1,Boulder,V9-,1,,47.81719,-121.60179
"The Wave (Sit Start)","The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120016438/the-wave-sit-start,2.7,-1,Boulder,V9,1,,47.81719,-121.60179
Thunderdome,"Thunderdome > JY Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113788873/thunderdome,4.0,-1,Boulder,V9,1,,47.55301,-120.76334
Timeline,"The Fridge > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126164493/timeline,-1.0,-1,Boulder,V9,1,,47.54741,-120.69566
"Tractor Beam","Mothership > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119916400/tractor-beam,3.9,-1,Boulder,V9,1,,47.7613,-121.12873
"Traversing Time","Main Cluster > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443366/traversing-time,4.0,-1,"Boulder, Alpine",V9-10,1,,47.79356,-121.08888
"Trickle of Silence","The Monarch Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113788725/trickle-of-silence,4.0,-1,Boulder,V9-10,1,,47.54564,-120.73382
"Tundor the Shadow Priest","The Dwarf Boulder > Fantasy Boulders > 2nd Talus > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121374438/tundor-the-shadow-priest,3.0,-1,Boulder,V9,1,,47.79616,-121.06204
"Tunnel Vision","Tunnel Vision Boulder > Trailer Gully > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/123637956/tunnel-vision,3.8,-1,Boulder,V9,1,,47.65377,-117.2937
Unearthed,"Truck Stop Boulder > Deception Glade Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123441962/unearthed,2.0,-1,Boulder,V8-9,1,12,47.43917,-121.6635
Unforgiven,"Dirty Hairy Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124600933/unforgiven,4.0,-1,Boulder,V9,1,15,47.79542,-121.06383
Wavy,"The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121974027/wavy,1.0,-1,Boulder,V8-9,1,,47.81719,-121.60179
"Whiskey Dreams (Closed Project)","Don Quixote Face > Minnehaha > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/126090759/whiskey-dreams-closed-project,4.0,-1,"Sport, Boulder",V9,1,40,47.68819,-117.32759
"Wild Goose Chase","The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124208258/wild-goose-chase,3.0,-1,Boulder,V9,1,,47.81798,-121.57343
"Wizard's Hat","Wizard's Hat > Washout Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122720955/wizards-hat,3.0,-1,Boulder,V9,1,,47.66717,-121.40321
"Wrecking Ball","Bouldering > Tumtum > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/109036111/wrecking-ball,3.0,-1,Boulder,V8-9,1,,47.84033,-117.75534
Yoda,"Star Wars Boulders > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105790735/yoda,3.3,-1,Boulder,V9,1,10,47.54458,-120.66824
