Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Baby Elephant Sit","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121059547/baby-elephant-sit,3.5,-1,Boulder,V7,1,12,47.75635,-121.12923
"Backdoor Ass Attack","The Real Thing Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105792635/backdoor-ass-attack,3.2,-1,Boulder,V7,1,10,47.54498,-120.73286
"Banking on the Pig","Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118114539/banking-on-the-pig,2.8,-1,Boulder,V7,1,,47.82318,-121.55852
"Bear Child (open project)","South Fork Wall > Mt. Washington Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126165049/bear-child-open-project,3.0,-1,Boulder,V7+,1,15,47.44183,-121.67268
"Beckey's Problem Low","Beckey's Problem > The Labyrinth > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118906714/beckeys-problem-low,3.2,-1,Boulder,V7,1,,47.5885,-120.68661
Bigfoot,"Coexist Boulder > Hideout Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124247830/bigfoot,2.0,-1,Boulder,V7,1,,47.64881,-121.36998
"Bird Bath","Bird Bath > Mine boulders > Lonely Planet and Mine Wall Area > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117901869/bird-bath,3.8,-1,Boulder,V7,1,14,47.81143,-121.61413
"Black Project","Whiteface > Whiteface Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119609219/black-project,3.0,-1,Boulder,"V7-8 PG13",1,,47.76088,-121.12895
Bloodshot,"(b) Titanium Boulder > (3) Access Road Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120692799/bloodshot,3.0,-1,Boulder,V7,1,12,47.42943,-121.61928
"Bolt Action","Waddle Creek > Capitol Forest > Olympia Area Bouldering > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/107957902/bolt-action,2.0,-1,Boulder,V7,1,8,46.9465,-123.0644
"Bruce Lee Boulder, Right Arete","Bruce Lee Boulder > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/110189886/bruce-lee-boulder-right-arete,3.0,-1,Boulder,V7,1,15,45.64307,-122.03417
"Bulldozer Dyno","Other Routes > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119928762/bulldozer-dyno,2.0,-1,Boulder,V7,1,10,47.55003,-120.69665
"Burger Master","Burger Master Boulder > Prospect Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113751775/burger-master,2.0,-1,Boulder,V7,1,,47.63885,-121.37823
"Busta pinch","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119196956/busta-pinch,3.3,-1,Boulder,V7-8,1,12,47.54501,-120.73283
Busted,"Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106413601/busted,3.6,-1,Boulder,V7+,1,15,47.54501,-120.73283
Carver,"Bouldering > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/124066049/carver,3.3,-1,Boulder,V7,1,10,47.83545,-117.72501
Celtic,"The Scourge Boulder > Outer Space Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124486463/celtic,1.0,-1,"Boulder, Alpine",V7,1,6,47.80061,-121.05477
"Chi Jin Yu","Egyptian Boulder > Empire Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/121099300/chi-jin-yu,2.0,-1,Boulder,V7+,1,8,45.74499,-121.76218
Chronomentrophobia,"Chronomentrophobia Boulder > Outkast Boulders > West Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105864469/chronomentrophobia,1.0,-1,Boulder,V6-7,1,,47.84915,-121.60898
"Close Encounter Project","Close Encounters > Power Struggle Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119646334/close-encounter-project,3.0,-1,Boulder,V6-7,1,,47.76112,-121.12908
"Coal Rust Right Proj","Wide and Rusty Boulder > Top Self Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120802592/coal-rust-right-proj,3.0,-1,Boulder,V7-8,1,,47.76147,-121.12932
"Collateral Damage","Collateral Damage > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119466609/collateral-damage,3.0,-1,Boulder,V7,1,,48.65852,-122.46113
"Come Along","Aries Low Balls > Aries Boulders > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119249228/come-along,3.0,-1,Boulder,V7,1,,47.84793,-121.6086
"Concussion Royale","Moonraker > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122234250/concussion-royale,2.0,-1,Boulder,V7,1,6,47.55007,-120.69668
Contortionist,"Sad Face Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134142/contortionist,2.0,-1,Boulder,V7,1,8,47.22502,-120.9846
"Contrived Consensus","Coexist Boulder > Hideout Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124362806/contrived-consensus,3.5,-1,Boulder,V7-8,1,20,47.64881,-121.36998
Coprophobia,"Coprophobia Boulder > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120870626/coprophobia,2.5,-1,Boulder,V7,1,,47.54591,-120.73878
"Crimps Ahoy","Naughty Corner Boulders > Paradise Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119375604/crimps-ahoy,3.0,-1,Boulder,V7,1,,47.64217,-121.37542
"Crowd Surfing","Taller Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119693017/crowd-surfing,3.0,-1,Boulder,V7,1,15,47.5459,-120.74605
Dangle,"The Ruminator Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113650677/dangle,3.1,-1,Boulder,V7,1,10,47.5455,-120.73271
"Danny Devito","Positive Vibrations boulder > Positive Vibrations Area > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115473930/danny-devito,2.8,-1,Boulder,V7,1,10,47.84745,-121.60821
"Deadman Walking","Halloween Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124205913/deadman-walking,3.0,-1,Boulder,V7,1,,47.82474,-121.55494
"Divided by Zero","The Buttress Boulder > Icicle Buttress Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122535097/divided-by-zero,3.0,-1,Boulder,V7,1,15,47.54769,-120.75353
Doja,"Doja Boulder > Central Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105826304/doja,3.5,-1,Boulder,V7,1,10,47.84756,-121.6075
"Down The Barrel","Heads Will Roll > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121512550/down-the-barrel,3.7,-1,Boulder,"V6-7 R",1,25,47.54575,-120.74885
Dreamscape,"Dreamscape Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115364278/dreamscape,3.9,-1,Boulder,V7,1,12,47.83171,-121.51995
DV,"DV Boulder > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120870711/dv,3.5,-1,Boulder,V7,1,,47.54595,-120.73888
"Earth Bender","Earth Bender Boulder > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/124563374/earth-bender,4.0,-1,Boulder,V6-7,1,20,48.65917,-122.46141
"Emperor's Lightning","Star Wars Boulders > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/110521647/emperors-lightning,3.3,-1,Boulder,V7,1,,47.54458,-120.66824
"Endless Summer","The Real Thing Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120106263/endless-summer,3.0,-1,Boulder,V6-7,1,12,47.54498,-120.73286
"Entropy Right","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122785351/entropy-right,3.0,-1,Boulder,V7,1,,47.75635,-121.12923
"F*** Peanuts","Front Left Boulder > Coal Creek Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124670546/f-peanuts,3.5,-1,Boulder,V7+,1,10,47.52605,-122.11992
"Fight Milk","Lovage Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119971894/fight-milk,3.0,-1,Boulder,V7,1,25,47.5453,-120.73249
"Fire Ants","Fremont > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122766629/fire-ants,3.0,-1,Boulder,V7,1,,47.64907,-122.34705
Firebelly,"The Hesitator > Barney's Rubble > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118999636/firebelly,2.8,-1,Boulder,V7,1,,47.54305,-120.73494
Flower,"Flower Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108261921/flower,2.4,-1,Boulder,V7-8,1,,47.8172,-121.6018
"Fluid like Water","As Yet Unclassified boulders > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108868930/fluid-like-water,3.0,-1,Boulder,V6-7,1,12,45.64319,-122.03403
"Flying Honey Badger","Flying Honey Badger Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113748622/flying-honey-badger,3.2,-1,Boulder,V7,1,,47.83166,-121.51998
"From the Cradle to the Grave","The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124207552/from-the-cradle-to-the-grave,4.0,-1,Boulder,V7-8,1,,47.81798,-121.57343
"Fruits of our Labor","Loch Ness Monster Boulder > Paradise Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124959202/fruits-of-our-labor,3.3,-1,Boulder,V7,1,18,47.64221,-121.37682
"Fully Rigged","Top Sail > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119917625/fully-rigged,2.0,-1,Boulder,V7,1,,47.76108,-121.1288
[Redacted],"Moth Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118683332/redacted,3.0,-1,Boulder,V7,1,,47.85805,-121.46702
Gatekeeper,"Moss Troll Boulder > Rattlesnake Lake Bouldering > Exit 32; Rattlesnake Lake > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124341110/gatekeeper,3.0,-1,Boulder,V7,1,22,47.43506,-121.77435
Geronimo,"Geronimo Area > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108147385/geronimo,3.8,-1,Boulder,V7+,1,14,47.55032,-120.65763
"Girls Club Project","Girls Club > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119611313/girls-club-project,2.0,-1,Boulder,V6-7,1,,47.7607,-121.12874
"Glen's Problem","Fraggle Rock Group > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106095444/glens-problem,3.0,-1,Boulder,"V7 R",1,,47.84649,-121.60922
"Goat Boy","Other routes > Swiftwater Picnic Area > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106529585/goat-boy,1.7,-1,Boulder,V7,1,,47.66484,-120.71974
"Golden Power Shower","Shower Power Boulder > Booka Boulders > **Middle Fork Boulders > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123183984/golden-power-shower,3.5,-1,Boulder,V7,1,12,47.54833,-121.52173
Goldfinger,"Moonraker > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126164521/goldfinger,2.0,-1,Boulder,V7,1,,47.55007,-120.69668
"Goodnight Moon","The Pasture > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120875516/goodnight-moon,2.0,-1,Boulder,V7,1,15,47.54418,-120.67133
Grandeur,"Cloaca Boulder > Mad Meadows > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124430625/grandeur,4.0,-1,Boulder,V7-8,1,15,47.54256,-120.72288
"Grotto Dyno","The Grotto > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645799/grotto-dyno,3.0,-1,Boulder,V7,1,,47.76074,-121.12833
Grouchies,"The Hesitator > Barney's Rubble > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119152273/grouchies,2.1,-1,Boulder,V7,1,12,47.54305,-120.73494
"Ground Zero","The Five Star Boulder > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113774488/ground-zero,3.3,-1,Boulder,"V7 PG13",1,15,47.84284,-121.61072
"Hormonal Monkey","Royal Flush > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116991559/hormonal-monkey,1.3,-1,Boulder,V7,1,2,47.65608,-120.72942
"Idaho? No, you da hoe","Dishman Bouldering Wall > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/118764985/idaho-no-you-da-hoe,2.0,-1,Boulder,V7,1,12,47.65098,-117.28811
"Iron Horse","Anansi Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118712943/iron-horse,2.0,-1,Boulder,V7,1,,47.85896,-121.47512
"Iron Lip","Western Outliers > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443422/iron-lip,3.0,-1,"Boulder, Alpine",V7-8,1,,47.79325,-121.08937
Is,"WAS > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108183565/is,3.1,-1,Boulder,V7,1,,47.54593,-120.74798
J-High,"Beach Boulders > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106503757/j-high,3.5,-1,Boulder,V7,1,,47.82541,-121.61738
"Jahman Right","Jahman > Fuzz Wall > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123270798/jahman-right,4.0,-1,Boulder,V7,1,,47.57568,-120.79351
"Joe's Crimper","Hueco Crimper Boulder > Pitless Avocado > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108880172/joes-crimper,3.1,-1,Boulder,V7,1,,47.59728,-120.71362
"Joel's Jump Start/Sandy Man","The Hesitator > Barney's Rubble > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/112152348/joels-jump-startsandy-man,1.8,-1,Boulder,V7,1,,47.54305,-120.73494
"Joel's Problem","Fraggle Rock Group > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120376420/joels-problem,3.0,-1,Boulder,V7,1,15,47.84649,-121.60922
"Johnny's Bulge","Main Bulge Boulder > Bulge Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118601117/johnnys-bulge,2.8,-1,Boulder,V7,1,,47.54986,-120.75694
"Kelly's Fly","Roadside Boulder > Jefferson Lake > Olympic Bouldering > Olympic National Park > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/106806101/kellys-fly,3.0,-1,"Boulder, Alpine",V7,1,,47.7343,-123.15347
"King Size","Riverbed Boulder > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/121769035/king-size,4.0,-1,Boulder,V6-7,1,15,47.03247,-119.95385
"King Tut","Wise Man's Fear Boulder > 420 Zone > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108287909/king-tut,3.0,-1,Boulder,V7,1,,47.66373,-121.40355
Kolibri,"(b) Titanium Boulder > (3) Access Road Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120692837/kolibri,3.0,-1,Boulder,V7,1,12,47.42943,-121.61928
Kombucha,"The Five Star Boulder > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108184959/kombucha,3.7,-1,Boulder,V7,1,,47.84284,-121.61072
"Krusty Pad","Spongebob Squarepad Boulder > Mad Meadows > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114960159/krusty-pad,2.0,-1,Boulder,V7-,1,12,47.54256,-120.72252
"Landjäger Direct","Landjäger Boulder > Approach Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117768902/landjager-direct,3.0,-1,Boulder,V7,1,10,47.6662,-121.39986
"Larrabee Cave","Larrabee Cave > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/122818962/larrabee-cave,3.9,-1,Boulder,V7,1,14,48.64872,-122.4912
Leeverage,"Choss Boss Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123133766/leeverage,2.0,-1,Boulder,V7,1,15,47.22447,-120.98599
"Leggo What's Left of my Ego","Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119335541/leggo-whats-left-of-my-ego,2.4,-1,Boulder,V7,1,13,47.81749,-121.59801
"Lion of Judah","Campus Traverse > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111861386/lion-of-judah,3.6,-1,Boulder,V6-7,1,20,47.65635,-120.72949
"Lion of Judah Left","Campus Traverse > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120655065/lion-of-judah-left,3.7,-1,Boulder,V7,1,,47.65635,-120.72949
"Liquid Nails","The Range > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122959028/liquid-nails,3.0,-1,Boulder,V7,1,,47.58471,-120.69244
"Loch Ness Monster","Loch Ness Monster Boulder > Paradise Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115124894/loch-ness-monster,3.5,-1,Boulder,V7,1,,47.64221,-121.37682
"Log Cabin Stand","Bushcraft Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122124253/log-cabin-stand,2.5,-1,Boulder,V7,1,,47.54615,-120.74673
"Log Jam","White Chuck River Boulders (D-Ton) > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/108497723/log-jam,3.0,-1,Boulder,V7,1,,48.17671,-121.38053
"Mail Slot Dyno","The Worm Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134518/mail-slot-dyno,3.0,-1,Boulder,V7,1,15,47.22455,-120.98514
Mangle,"The Ruminator Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126104973/mangle,3.0,-1,Boulder,V7,1,8,47.5455,-120.73271
"Manufactured Bliss Low Project","The Approach Boulders > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119608781/manufactured-bliss-low-project,3.0,-1,Boulder,V7-8,1,,47.76083,-121.12933
"Mathematical Poetry","The Shadow Boulder > Agape Boulders Area > The Airfield > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124057598/mathematical-poetry,3.0,-1,Boulder,V7,1,10,47.54613,-120.71875
McBerkey,"McBerkey Boulder > 420 Zone > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118688425/mcberkey,2.6,-1,Boulder,V7,1,,47.66385,-121.40344
"Middle Brain","The Three Brains > Sehome Arboretum Bouldering > Sehome Arboretum > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/125231333/middle-brain,2.0,-1,Boulder,V7,1,12,48.73165,-122.48159
