Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Angry Buddha","Center Stage Boulder > Prospect Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117124968/angry-buddha,3.3,-1,Boulder,V6,1,,47.63872,-121.37769
"Answer Man","Taller Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113685038/answer-man,2.7,-1,Boulder,V6,1,,47.5459,-120.74605
Arete,"Hidden Hollow > Horsethief Butte > South-Central & Yakima > Washington",https://www.mountainproject.com/route/123928535/arete,3.0,-1,Boulder,V6+,1,,45.64832,-121.09728
"Atlas Stand","Atlas Boulder > Upper Devil's Club Forest > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118779410/atlas-stand,3.0,-1,Boulder,V6+,1,,47.66123,-121.40198
"Axe Head Project","The Pit > The Pit > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120082922/axe-head-project,2.0,-1,Boulder,V5-6,1,,47.76142,-121.12919
Ballerina,"Mosserati Boulder > Washout Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120949710/ballerina,3.0,-1,Boulder,V6,1,16,47.66684,-121.40278
"Battle Scar Galactica","Bouldering > Tumtum > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/108099446/battle-scar-galactica,3.0,-1,Boulder,V5-6,1,25,47.84033,-117.75534
"Batty Koda","Hexxus Boulder > Fern Gully > Bulletin Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119049902/batty-koda,3.0,-1,Boulder,V6,1,,47.54661,-120.71335
"Bear Man","South Fork Wall > Mt. Washington Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126165071/bear-man,3.0,-1,Boulder,V6,1,12,47.44183,-121.67268
"Beckey's Problem","Beckey's Problem > The Labyrinth > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108376790/beckeys-problem,3.8,-1,Boulder,V6,1,12,47.5885,-120.68661
"Bermuda Triangle","Coexist Boulder > Hideout Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115188353/bermuda-triangle,2.4,-1,Boulder,V6,1,,47.64881,-121.36998
"Best Day Ever","Best Day Ever Boulder > Bridge Creek Free Camping > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117111101/best-day-ever,3.0,-1,Boulder,V6,1,,47.5602,-120.77998
"Big for Your Boots","Ursa Minor > Empire Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/119983513/big-for-your-boots,3.0,-1,Boulder,V6,1,,45.74499,-121.76218
"Big Papa Low","Steam Roller Cave > The Crown Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645325/big-papa-low,3.0,-1,Boulder,V6,1,,47.76095,-121.12897
"Bok Choy","Alphabet Wall Boulders > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123168549/bok-choy,3.1,-1,Boulder,V5-6,1,10,47.54431,-120.7435
"Bootin' Dookie","Bootin' Dookie Boulder > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117994681/bootin-dookie,3.6,-1,Boulder,V6,1,12,47.54581,-120.73874
"Breath of the Wild","Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122013889/breath-of-the-wild,3.5,-1,Boulder,V6,1,10,47.82262,-121.55947
"Buena Vista Derecha","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120701391/buena-vista-derecha,3.0,-1,Boulder,V6,1,,47.59004,-120.80422
"Buena Vista Izquierda","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120710896/buena-vista-izquierda,2.0,-1,Boulder,V6,1,,47.59004,-120.80422
Buquah,"Beach Boulders > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111944223/buquah,-1.0,-1,Boulder,"V6 PG13",1,12,47.82541,-121.61738
"Buried Alive","The Washout > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108359484/buried-alive,3.5,-1,Boulder,V6,1,12,47.55425,-120.76665
"Busted Stand","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114340596/busted-stand,3.3,-1,Boulder,V6,1,,47.54501,-120.73283
"Camel Surfing","All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120229592/camel-surfing,3.0,-1,Boulder,V6,1,10,47.8172,-121.6018
"Candy Corn","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124383761/candy-corn,4.0,-1,Boulder,V6,1,1,47.54501,-120.73283
Candyman,"Candyman > The Labyrinth > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119911022/candyman,-1.0,-1,Boulder,V6,1,12,47.5883,-120.68713
Cannonball!,"Throwin' the Houlihan > Icicle Buttress Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121987366/cannonball,2.0,-1,Boulder,V6,1,6,47.54769,-120.75432
Carrie,"Liberty Park > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/106798984/carrie,3.0,-1,Boulder,V6,1,20,47.652,-117.3869
Chronomentrophobia,"Chronomentrophobia Boulder > Outkast Boulders > West Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105864469/chronomentrophobia,1.0,-1,Boulder,V6-7,1,,47.84915,-121.60898
"Chubby Fairy Variation","Chubby Boulder > Fern Gully > Bulletin Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118999920/chubby-fairy-variation,2.7,-1,Boulder,V6-,1,,47.54637,-120.71276
Chucky,"Candyman > The Labyrinth > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119911093/chucky,-1.0,-1,Boulder,V6,1,12,47.5883,-120.68713
"Clayton Beach Traverse","Beach Episode Rock > Clayton beach > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/122849212/clayton-beach-traverse,3.0,-1,Boulder,V6,1,25,48.64033,-122.48167
"Close Encounter Project","Close Encounters > Power Struggle Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119646334/close-encounter-project,3.0,-1,Boulder,V6-7,1,,47.76112,-121.12908
Cookie,"Sunny Boulder > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123824137/cookie,4.0,-1,Boulder,V6,1,12,47.84781,-121.60843
"Couch Lock","Upper 420s > The 420 Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108958112/couch-lock,3.2,-1,Boulder,V6,1,,47.56345,-120.776
Crocodilian,"Western Outliers > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443439/crocodilian,4.0,-1,"Boulder, Alpine",V5-6,1,,47.79325,-121.08937
"Cruise Control","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108061075/cruise-control,3.1,-1,Boulder,V6,1,,47.54501,-120.73283
"Curtis Suave","The Ruminator Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126192039/curtis-suave,3.0,-1,Boulder,V6,1,,47.5455,-120.73271
"Dab Rig","Feather Boulder > Approach Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124298797/dab-rig,2.0,-1,Boulder,V6,1,5,47.66846,-121.39775
"Damian's Thoughts","That Demon > That Demon / Autobahn > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126117177/damians-thoughts,-1.0,-1,Boulder,V6,1,,47.63952,-120.72032
"Dark Hollow","Jerry Garcia boulder > The Egg > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106413608/dark-hollow,2.7,-1,Boulder,V6-,1,8,47.57192,-120.78939
"Dark Star","Jerry Garcia boulder > The Egg > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119308239/dark-star,2.5,-1,Boulder,V6,1,14,47.57192,-120.78939
"Designated Hitter","Dugout Cave > Mt. Washington Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126164786/designated-hitter,3.0,-1,Boulder,V5-6,1,12,47.44185,-121.6727
"Diamond Engagement","Diamond Engagement Boulder > 420 Zone > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117251280/diamond-engagement,3.8,-1,Boulder,V6,1,17,47.66376,-121.40345
"Dick Blisters","Blisters Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119625600/dick-blisters,3.0,-1,Boulder,V6,1,15,47.55176,-120.75992
"Dog Paddle","Dog Beach Boulder > The Beach Parking Boulders > The Beach and Forest Area > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124463447/dog-paddle,2.7,-1,Boulder,V5-6,1,10,47.58583,-120.70594
"Down The Barrel","Heads Will Roll > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121512550/down-the-barrel,3.7,-1,Boulder,"V6-7 R",1,25,47.54575,-120.74885
Dusk,"Best Day Ever Boulder > Bridge Creek Free Camping > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119964038/dusk,-1.0,-1,Boulder,V6,1,15,47.5602,-120.77998
"Earth Bender","Earth Bender Boulder > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/124563374/earth-bender,4.0,-1,Boulder,V6-7,1,20,48.65917,-122.46141
"El Kato","Megalomania > Whiteface Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119608998/el-kato,2.0,-1,Boulder,V6,1,,47.7609,-121.129
"Endless Summer","The Real Thing Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120106263/endless-summer,3.0,-1,Boulder,V6-7,1,12,47.54498,-120.73286
"Enter Valhalla","Enter Valhalla Boulder > Trailer Gully > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/123637910/enter-valhalla,3.0,-1,Boulder,V6,1,,47.65385,-117.29348
"Flaming Simian","Bouldering > Tumtum > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/124554750/flaming-simian,2.0,-1,Boulder,V6,1,,47.84033,-117.75534
"Fluid like Water","As Yet Unclassified boulders > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108868930/fluid-like-water,3.0,-1,Boulder,V6-7,1,12,45.64319,-122.03403
"Flying Baboons","Little Bridge Creek Wall > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119826489/flying-baboons,2.0,-1,Boulder,V6,1,12,47.56703,-120.78299
Fobeeuh,"PTSBEE > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121313084/fobeeuh,2.0,-1,Boulder,V6,1,10,47.79527,-121.06446
"Forgotten Gold?","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124749979/forgotten-gold,4.0,-1,Boulder,V5-6,1,13,47.54501,-120.73283
"Free State Traverse","Dishman Bouldering Wall > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/118707657/free-state-traverse,3.0,-1,Boulder,V6,1,40,47.65098,-117.28811
"From the Darkness Emerged the Cow Bear","The Grotto > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645622/from-the-darkness-emerged-the-cow-bear,3.0,-1,Boulder,V6,1,,47.76074,-121.12833
"Frosted Flake","Cereal Boulder > Lower Gold Bar Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106558224/frosted-flake,2.0,-1,Boulder,V6,1,,47.84851,-121.62431
"Fuwa Fuwa no Mi","Straw Hat boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120545844/fuwa-fuwa-no-mi,3.5,-1,Boulder,V5-6,1,,47.84429,-121.61425
"Gates of Ekron - Right Sit Start","The Goliath Boulder > ** Bouldering at Mt Erie and Fidalgo Island > Mount Erie > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/119883395/gates-of-ekron-right-sit-start,3.8,-1,Boulder,V6+,1,15,48.45226,-122.63209
"Get Up, Stand Up","U2 and Goicoechea boulder > The Forest > The Beach and Forest Area > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119144612/get-up-stand-up,3.2,-1,Boulder,V6,1,12,47.59433,-120.71442
"Giant Slayer","The Goliath Boulder > ** Bouldering at Mt Erie and Fidalgo Island > Mount Erie > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/106697284/giant-slayer,3.6,-1,Boulder,V6,1,15,48.45226,-122.63209
"Girls Club Project","Girls Club > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119611313/girls-club-project,2.0,-1,Boulder,V6-7,1,,47.7607,-121.12874
"Goodbye Flake Low","UFO and Goodbye Flake Boulders > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134357/goodbye-flake-low,3.0,-1,Boulder,V6,1,10,47.2248,-120.9842
"Grandview Arete Left","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120701437/grandview-arete-left,4.0,-1,Boulder,V6,1,,47.59004,-120.80422
"Grilling Feet","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121059538/grilling-feet,2.0,-1,Boulder,V6,1,12,47.75635,-121.12923
"Hairy Arête, sit","Dirty Hairy Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121307370/hairy-arete-sit,2.0,-1,Boulder,V6,1,,47.79542,-121.06383
"Half Mast aka All Hands On Deck","Top Sail > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119917660/half-mast-aka-all-hands-on-deck,3.0,-1,Boulder,V6,1,,47.76108,-121.1288
"Harness Right At Home Traverse","Nevermind Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119072487/harness-right-at-home-traverse,2.0,-1,Boulder,V5-6,1,15,47.43561,-121.6638
"Hell in a Bucket","Jerry Garcia boulder > The Egg > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118912321/hell-in-a-bucket,3.0,-1,Boulder,V6,1,,47.57192,-120.78939
"Hi Ho Silver","Hi Ho Silver > Washout Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122721205/hi-ho-silver,4.0,-1,Boulder,V5-6,1,,47.66765,-121.40444
"High Priestess","Inca Boulder > Empire Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/119658536/high-priestess,3.7,-1,Boulder,"V6 PG13",1,28,45.74503,-121.76211
"Hueco Sloper","Hueco Crimper Boulder > Pitless Avocado > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/112019562/hueco-sloper,3.0,-1,Boulder,V6,1,,47.59728,-120.71362
"Inja Da Ninja","White Chuck River Boulders (D-Ton) > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/108497933/inja-da-ninja,4.0,-1,Boulder,V6,1,,48.17671,-121.38053
"Inside Out","Inside Out Boulder > (4) Cliffside Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119134825/inside-out,3.0,-1,Boulder,V6,1,12,47.42994,-121.61938
"Jack of Spades","Royal Flush > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119630685/jack-of-spades,3.2,-1,Boulder,V5-6,1,,47.65608,-120.72942
Jaws,"Jaws > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123133898/jaws,4.0,-1,Boulder,V6,1,10,47.22487,-120.98527
Jaws,"From Russia With Love > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119095032/jaws,2.5,-1,Boulder,V6,1,,47.55,-120.69672
"Jaws From the Depth (Sit Start)","Jaws Boulder > Zeke's Trail Boulders > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106018034/jaws-from-the-depth-sit-start,2.5,-1,Boulder,V6,1,,47.8499,-121.60878
"Jaws Left","Jaws Boulder > Zeke's Trail Boulders > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117362308/jaws-left,3.8,-1,Boulder,V6,1,,47.8499,-121.60878
"Joel's Traverse","Other routes > Swiftwater Picnic Area > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106529547/joels-traverse,3.0,-1,Boulder,V6,1,,47.66484,-120.71974
Juxtadyno,"Tara Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123133080/juxtadyno,3.0,-1,Boulder,V6,1,15,47.22444,-120.98636
"Kaya's Krack","Kaya's Crack Boulder > Kaya's Crack Cluster > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105851696/kayas-krack,2.0,-1,Boulder,V5-6,1,10,47.84721,-121.60657
"Killing Bigfoot Sit","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119590382/killing-bigfoot-sit,2.3,-1,Boulder,V6,1,,47.75635,-121.12923
"King Kong","Kong > The Kong Boulders > JY Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118702312/king-kong,3.9,-1,Boulder,V6,1,,47.55385,-120.76435
"King Size","Riverbed Boulder > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/121769035/king-size,4.0,-1,Boulder,V6-7,1,15,47.03247,-119.95385
Kowabunga,"Island Boulder > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120124332/kowabunga,3.0,-1,Boulder,V6,1,10,47.84768,-121.60497
L'oursin,"Semantics > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119916997/loursin,2.5,-1,Boulder,V6,1,,47.76118,-121.12863
"La Poocoupe","Coprophobia Boulder > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120870571/la-poocoupe,3.2,-1,Boulder,V5-6,1,,47.54591,-120.73878
"Land of the Heartless","The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124208315/land-of-the-heartless,2.0,-1,Boulder,V6,1,,47.81798,-121.57343
"Large Mouth Extension Project","Boat Launch Bluff > ** Banks Lake Deep Water Solos > Banks Lake > Central Region > Washington",https://www.mountainproject.com/route/124539000/large-mouth-extension-project,-1.0,-1,Boulder,"V5-6 PG13",1,12,47.87246,-119.09773
"Leggo my Ego","Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108269373/leggo-my-ego,3.8,-1,Boulder,V6,1,,47.81749,-121.59801
"License to Kill","Moonraker > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118697073/license-to-kill,3.0,-1,Boulder,V6,1,14,47.55007,-120.69668
"Lion of Judah","Campus Traverse > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111861386/lion-of-judah,3.6,-1,Boulder,V6-7,1,20,47.65635,-120.72949
