Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Classic, The","Couch Boulder > The Sword/Underwear Rock > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/110111044/classic-the,3.3,-1,Boulder,V2,1,20,47.57033,-120.78791
Claustrophobic,"All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109178190/claustrophobic,2.0,-1,Boulder,V2,1,,47.8172,-121.6018
"Claytonia arete","2nd Rock > Melmont boulders > Tacoma & I5 to Foothills > South-West & Tacoma > Washington",https://www.mountainproject.com/route/119292213/claytonia-arete,3.0,-1,Boulder,"V1-2 PG13",1,10,47.03381,-122.0354
"Clef Arete","Rubik's Cube Group > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114152307/clef-arete,2.0,-1,Boulder,V2-3,1,12,47.84789,-121.60935
Clod-Hopper,"The Ruminator Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108184672/clod-hopper,2.0,-1,Boulder,V1-2,1,,47.5455,-120.73271
Cobblestone,"Roman Boulder > Empire Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/119741306/cobblestone,2.0,-1,Boulder,V2,1,7,45.74506,-121.76217
"Coffin Watcher","Coffin Watcher > YFAW > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118015925/coffin-watcher,1.0,-1,Boulder,V2,1,,47.5449,-120.71377
Cojones,"The Amphitheater > Horsethief Butte > South-Central & Yakima > Washington",https://www.mountainproject.com/route/110500086/cojones,2.0,-1,Boulder,"V2 R",1,8,45.64832,-121.09834
Coldiscle,"Schurman Rock > Camp Long > West Seattle > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124753429/coldiscle,2.0,-1,Boulder,V2,1,10,47.55471,-122.3735
"Colosseum Direct","Roman Boulder > Empire Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/119686268/colosseum-direct,2.6,-1,Boulder,V2,1,18,45.74506,-121.76217
"Colt Warrior","(a) The FBI Boulder > (1) Cable Sign Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120545800/colt-warrior,2.0,-1,Boulder,V2,1,15,47.42938,-121.61999
"Coltrane Crack","The V3 Boulder > Lucid Boulders > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/111178782/coltrane-crack,3.6,-1,Boulder,V2,1,,48.09568,-121.34904
"commander jerbot","U2 and Goicoechea boulder > The Forest > The Beach and Forest Area > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/107165002/commander-jerbot,3.0,-1,Boulder,V2-3,1,5,47.59433,-120.71442
"Commitment Issues","Tri-Point Boulder > Top Self Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120801951/commitment-issues,3.0,-1,Boulder,V2,1,,47.76158,-121.12945
"Concavity Variation","The Real Thing Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120979260/concavity-variation,1.8,-1,Boulder,V2,1,12,47.54498,-120.73286
"Constipated Coyote","Coyote Cobble > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/118891177/constipated-coyote,1.8,-1,Boulder,V1-2,1,8,47.0328,-119.95322
"Constipated Coyote (Sit)","Coyote Cobble > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/119726858/constipated-coyote-sit,1.5,-1,Boulder,V2,1,,47.0328,-119.95322
"Cool Corner","Main Corridor > Horsethief Butte > South-Central & Yakima > Washington",https://www.mountainproject.com/route/114315725/cool-corner,1.8,-1,Boulder,V1-2,1,,45.64831,-121.09794
Corner,"The Amphitheater > Horsethief Butte > South-Central & Yakima > Washington",https://www.mountainproject.com/route/114315918/corner,2.5,-1,Boulder,V2-3,1,14,45.64832,-121.09834
Cornucopia,"Pentaphobe Boulders > Clamshell Cave > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124157799/cornucopia,2.0,-1,Boulder,V2,1,10,47.54495,-120.72924
"Cougar Crack","Ass Jam Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119327701/cougar-crack,2.0,-1,Boulder,V2,1,,47.83178,-121.51983
"Cougar Magnum","Machine Gun Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116834445/cougar-magnum,2.0,-1,Boulder,V2-,1,,47.56784,-120.78514
"Cougars Playing Basketball","Ash Boulder > Twenty Five Mile Creek > Chelan > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120907434/cougars-playing-basketball,2.0,-1,Boulder,V2+,1,14,47.95434,-120.32947
"Covid Toes","Pandemic Boulders > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119499812/covid-toes,3.0,-1,Boulder,V2-,1,,48.65776,-122.46112
COVID-19,"Big Rock Boulder > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119484798/covid-19,2.0,-1,Boulder,V2,1,20,47.72571,-121.98649
"Coyote Peyote","Coyote Cobble > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/118888845/coyote-peyote,2.0,-1,Boulder,V2,1,8,47.0328,-119.95322
Crabwalkin,"The South Face > Granite Point Boulders > Granite Point > Southeast Corner > Washington",https://www.mountainproject.com/route/124135630/crabwalkin,2.0,-1,Boulder,V1-2,1,10,46.60437,-117.35923
"Crack of the Head (V3 standing, V7/8? Sit)","AlpenGlow (aka Upper Kueffler Road Boulders) > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108861245/crack-of-the-head-v3-standing-v78-sit,2.0,-1,Boulder,V2,1,12,45.67919,-122.06415
Crackly,"Kenticle Boulder > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120405423/crackly,3.0,-1,Boulder,V2-,1,10,47.3859,-122.1873
Cramps,"Hate Rock > Swiftwater Picnic Area > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106529301/cramps,1.6,-1,Boulder,V2,1,,47.65417,-120.72906
