Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Illusions of Grandeur","Ministry of Magic Boulder > Prospect Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115406386/illusions-of-grandeur,2.2,-1,Boulder,V5-,1,,47.63856,-121.37776
"Incestual Gingerbread House Cats","Butter Boulders > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120022874/incestual-gingerbread-house-cats,3.0,-1,Boulder,V5,1,12,47.55164,-120.65719
Incompleteness,"The Buttress Boulder > Icicle Buttress Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122535117/incompleteness,2.0,-1,Boulder,V5,1,15,47.54769,-120.75353
Inferno,"King of the Hill Boulder > Paradise Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115406298/inferno,3.4,-1,Boulder,V5,1,,47.64236,-121.37721
j-hooks,"Sweater Puppy? > Northrup Point > Banks Lake > Central Region > Washington",https://www.mountainproject.com/route/126398164/j-hooks,4.0,-1,Boulder,V5,1,10,47.87147,-119.09886
"Jack of Spades","Royal Flush > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119630685/jack-of-spades,3.2,-1,Boulder,V5-6,1,,47.65608,-120.72942
"Jacobs Ladder","Jacobs Ladder > The Slopes > ** Bouldering at Mt Erie and Fidalgo Island > Mount Erie > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/106526153/jacobs-ladder,2.5,-1,Boulder,V5,1,12,48.44993,-122.62016
"Jessica Campbell Memorial Boulder Problem","Jessica Campbell Memorial Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118822459/jessica-campbell-memorial-boulder-problem,2.0,-1,Boulder,V5,1,12,47.55463,-120.77041
"Ji'e'toh, Honor and Obligation","Hagakure Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123426512/jietoh-honor-and-obligation,2.3,-1,Boulder,V5,1,15,47.81751,-121.59809
"Joe's Noes","Old Tin Man area (needs organizing) > Tin Man > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120600457/joes-noes,2.0,-1,Boulder,V5,1,15,47.57629,-120.79259
"John's Problem","Upper 420s > The 420 Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124025442/johns-problem,3.0,-1,Boulder,V5,1,15,47.56345,-120.776
"Johnny Cash","Positive Vibrations boulder > Positive Vibrations Area > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115473936/johnny-cash,3.0,-1,Boulder,V5,1,15,47.84745,-121.60821
"JTree V0","Sad Face Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134235/jtree-v0,3.0,-1,Boulder,V5,1,10,47.22502,-120.9846
"Jungle Warfare","Aeolian Boulder > Aeolian > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119525105/jungle-warfare,3.1,-1,Boulder,V5,1,10,48.6585,-122.46109
"Kaya's Krack","Kaya's Crack Boulder > Kaya's Crack Cluster > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105851696/kayas-krack,2.0,-1,Boulder,V5-6,1,10,47.84721,-121.60657
Killer,"The East Face > Granite Point Boulders > Granite Point > Southeast Corner > Washington",https://www.mountainproject.com/route/125959947/killer,2.0,-1,Boulder,V5,1,12,46.60439,-117.35922
"King Salamander","The Throne Room > Washout Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120380296/king-salamander,2.5,-1,Boulder,V5,1,12,47.66696,-121.40319
"La Poocoupe","Coprophobia Boulder > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120870571/la-poocoupe,3.2,-1,Boulder,V5-6,1,,47.54591,-120.73878
"Large Mouth Extension Project","Boat Launch Bluff > ** Banks Lake Deep Water Solos > Banks Lake > Central Region > Washington",https://www.mountainproject.com/route/124539000/large-mouth-extension-project,-1.0,-1,Boulder,"V5-6 PG13",1,12,47.87246,-119.09773
"Lead Anchor","Sun Sail Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124634169/lead-anchor,2.0,-1,Boulder,V4-5,1,13,47.83178,-121.52002
"Left Brain","The Three Brains > Sehome Arboretum Bouldering > Sehome Arboretum > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/125231317/left-brain,2.7,-1,Boulder,V5,1,10,48.73165,-122.48159
"Less of a Superhero","The Big Boulder > Zeke's Trail Boulders > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121971885/less-of-a-superhero,4.0,-1,Boulder,V5,1,18,47.84982,-121.60879
Liberation,"Liberation Boulder > Outkast Boulders > West Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105864441/liberation,1.0,-1,Boulder,V5,1,,47.84912,-121.60902
"Lightning Arete Sit","The Big Boulder > Zeke's Trail Boulders > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121971266/lightning-arete-sit,3.0,-1,Boulder,V5,1,15,47.84982,-121.60879
"Live Free or Die!™","Liberty Bell > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113615727/live-free-or-die,3.9,-1,"Trad, Boulder, Alpine",V5+,11,1200,48.51548,-120.65874
"Long Way For Nothing","Main Cluster > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443385/long-way-for-nothing,2.0,-1,"Boulder, Alpine",V4-5,1,,47.79356,-121.08888
"Lousy Lip","Arete Block > ** Bouldering at Gibralter > Gibralter Rocks > Northrup Canyon > Banks Lake > Central Region > Washington",https://www.mountainproject.com/route/123275231/lousy-lip,2.0,-1,Boulder,V5,1,10,47.86652,-119.08557
Lumb,"Behemoth Boulder > 2nd Talus > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124891429/lumb,1.0,-1,Boulder,V5,1,12,47.79602,-121.0624
Mandance,"Island Boulder > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120124377/mandance,3.0,-1,Boulder,V5,1,8,47.84768,-121.60497
"Masked Avenger","Walk Hard Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121374704/masked-avenger,3.0,-1,Boulder,V5,1,18,47.79527,-121.06466
"Matt's Campus Bump","Lean-To Boulders > Deception Glade Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119461592/matts-campus-bump,3.0,-1,Boulder,V5,1,8,47.43725,-121.66219
"Maya Yoga","Agenda Dysphoria Wall > SJW Wall > Burge North (Tonasket) > Okanogan > Washington",https://www.mountainproject.com/route/122879571/maya-yoga,2.0,-1,Boulder,V5,1,15,48.79052,-119.25005
"McBerkey With Extra Heels, Hold the Dynos Please","McBerkey Boulder > 420 Zone > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121406478/mcberkey-with-extra-heels-hold-the-dynos-please,2.0,-1,Boulder,V5+,1,12,47.66385,-121.40344
MCL,"Collateral Damage > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119465154/mcl,2.9,-1,Boulder,V5,1,,48.65852,-122.46113
Mezcalito,"The Worm Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134513/mezcalito,3.0,-1,Boulder,V5,1,15,47.22455,-120.98514
"Miller Light","Landjäger Boulder > Approach Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117251250/miller-light,2.7,-1,Boulder,V5,1,,47.6662,-121.39986
"Mind Riot, sit","Temple Boulder > Outer Space Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121374150/mind-riot-sit,3.0,-1,"Boulder, Alpine",V5,1,25,47.80038,-121.05447
Moonraker,"Moonraker > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117999332/moonraker,2.1,-1,Boulder,V4-5,1,,47.55007,-120.69668
"Moss Butt Bongo","The Five Star Warmup > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125744178/moss-butt-bongo,2.0,-1,Boulder,V4-5,1,,47.84363,-121.61506
"Mothership Traverse","Mothership > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119916453/mothership-traverse,4.0,-1,Boulder,V5,1,,47.7613,-121.12873
"MR. Hollow Head Arete","Mr. Hollow Head Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113748613/mr-hollow-head-arete,2.0,-1,Boulder,V5,1,,47.83169,-121.52004
"Naiad's Arete","The Grotto > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645676/naiads-arete,4.0,-1,Boulder,V5,1,,47.76074,-121.12833
"Nameless Page","Little Cliffband > Agape Boulders Area > The Airfield > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119210229/nameless-page,2.0,-1,Boulder,V5,1,,47.54592,-120.71923
"Nastee Bois","Bushcraft Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122262753/nastee-bois,3.0,-1,Boulder,V5,1,12,47.54615,-120.74673
"No Chaser","Equinox Boulder > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105881992/no-chaser,3.7,-1,Boulder,V5,1,,47.84823,-121.60914
"No Pad Butt Dab","Coexist Boulder > Hideout Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119983006/no-pad-butt-dab,3.0,-1,Boulder,V5,1,10,47.64881,-121.36998
"No Pain No Grain","Hanta Man Boulder > Mad Meadows > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/107652435/no-pain-no-grain,3.1,-1,Boulder,V5,1,12,47.54254,-120.72259
"Nobody's Watching","Nobody's Watching > YFAW > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118041720/nobodys-watching,2.0,-1,Boulder,V5,1,,47.5449,-120.71376
"NY Strip","Oyster Mushroom Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116686703/ny-strip,2.0,-1,Boulder,V5,1,8,47.81752,-121.59799
"Occum's Razor","Peephole Boulder > Mad Meadows > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/107652466/occums-razor,2.5,-1,Boulder,V5,1,,47.54254,-120.72295
"Ocho's Problem","Ocho's Boulder > Bulge Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111708577/ochos-problem,3.1,-1,Boulder,V5+,1,14,47.54944,-120.75594
"One Summer","The Real Thing Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106802690/one-summer,2.7,-1,Boulder,V5,1,12,47.54498,-120.73286
Onidevadekim,"Onidevadekim > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/112368744/onidevadekim,3.0,-1,Boulder,V5,1,,47.02837,-119.96736
Oregonian,"Dishman Bouldering Wall > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/118707645/oregonian,3.0,-1,Boulder,V5-,1,15,47.65098,-117.28811
Ozomatli,"Popul Vuh > Funpuppet Boulders > Central Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114593477/ozomatli,2.8,-1,Boulder,V5,1,,47.84733,-121.60731
"Party Rock","Bouldering > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/109748589/party-rock,2.0,-1,Boulder,V4-5,1,,47.83545,-117.72501
Pentaphobia,"Pentaphobe Boulders > Clamshell Cave > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/112338258/pentaphobia,2.9,-1,Boulder,V5,1,8,47.54495,-120.72924
"Piano Man","Split Atom Boulder > Lower Devils Club Forest > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118779357/piano-man,3.0,-1,Boulder,V5,1,,47.6652,-121.4
"Pit Lip Compression Project","The Pit > The Pit > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120082880/pit-lip-compression-project,3.0,-1,Boulder,V5-6,1,,47.76142,-121.12919
"Pit Lip Off Width Roof Project","The Pit > The Pit > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120082891/pit-lip-off-width-roof-project,2.0,-1,Boulder,V5-6,1,,47.76142,-121.12919
"Plainview Arete","There Will Be Blood Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121312986/plainview-arete,2.3,-1,Boulder,V5,1,18,47.79527,-121.06455
"Pork Fly, Don't Bother Me","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119590538/pork-fly-dont-bother-me,3.0,-1,Boulder,V5,1,,47.75635,-121.12923
"Porkopolis Sit","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119590450/porkopolis-sit,2.4,-1,Boulder,V5,1,,47.75635,-121.12923
"Potent Rodent","Rat Boulder > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121379550/potent-rodent,1.0,-1,Boulder,V5,1,5,47.79532,-121.06475
"Pressure Drop","Wrinkle in Time/Pressure Drop > Main Trail (Upper Area) > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119464932/pressure-drop,3.0,-1,Boulder,V4-5,1,,48.65827,-122.46132
"Pretty Burly Low","Pretty Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121566844/pretty-burly-low,2.8,-1,Boulder,V5,1,12,47.5576,-120.76935
"Pretty Woman","Pretty Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108825855/pretty-woman,2.3,-1,Boulder,V5,1,,47.5576,-120.76935
"Project 1","Hanging Gardens boulder > Japanese Gardens > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119931966/project-1,2.0,-1,Boulder,V4-5,1,12,47.54523,-120.72675
"Rainbow Connection","Dishman Bouldering Wall > * Bouldering in Dishman > Dishman > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/121497553/rainbow-connection,3.0,-1,Boulder,V5,1,30,47.65098,-117.28811
"Raised Wicked aka Born Sinner","Hacienda > Sleeping Lady Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123128644/raised-wicked-aka-born-sinner,3.0,-1,Boulder,V5,1,18,47.54188,-120.72762
"Reunion Arch","Gasworks Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126444738/reunion-arch,3.0,-1,Boulder,V5,1,8,47.64647,-122.33522
"Rhino Chin","Rhino Chin Boulder > Rhino Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114602698/rhino-chin,3.4,-1,Boulder,V5,1,10,47.43151,-121.62482
"Rib Cage","The Carnival Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108244331/rib-cage,3.1,-1,Boulder,V5,1,12,47.55558,-120.76821
"Ride or Die","Ride or Die > The Sword/Underwear Rock > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117782467/ride-or-die,3.5,-1,Boulder,"V5 R",1,26,47.57024,-120.7874
"Roger Moore","From Russia With Love > Lower Bond Boulders > The Bond Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119095069/roger-moore,1.0,-1,Boulder,V5,1,,47.55,-120.69672
"S.I.T. aka Suck It Tyler","Shoe Burglar > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119917436/sit-aka-suck-it-tyler,3.0,-1,Boulder,V5,1,,47.76128,-121.12899
"Salmon Cakes","Salmon Cakes Boulder > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108868952/salmon-cakes,3.1,-1,Boulder,V5,1,15,45.64316,-122.03398
Samurai,"Cracked Egg Boulder > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106009914/samurai,3.2,-1,Boulder,V5,1,10,47.84707,-121.60494
"Sandy Butthole Arete","Beach Episode Rock > Clayton beach > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/121105858/sandy-butthole-arete,2.0,-1,Boulder,V4-5,1,12,48.64033,-122.48167
Saturnine,"Bushcraft Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122196765/saturnine,3.0,-1,Boulder,V5-6,1,,47.54615,-120.74673
"Scarlett Johansson","Bouldering > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/109748640/scarlett-johansson,3.8,-1,Boulder,V5-6,1,,47.83545,-117.72501
"ScaryTopOut.com aka Separate Identity","Semantics > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119916079/scarytopoutcom-aka-separate-identity,3.6,-1,Boulder,V5-6,1,,47.76118,-121.12863
"Schist Cave Right","Schist Cave > Swiftwater Picnic Area > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/112322614/schist-cave-right,2.8,-1,Boulder,V5,1,12,47.66484,-120.71977
"Schist Lip aka Dirty Stache","Schist Cave > Swiftwater Picnic Area > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123437402/schist-lip-aka-dirty-stache,2.5,-1,Boulder,V4-5,1,20,47.66484,-120.71977
"schwing and a slap","Te Fiti > Cape Disappointment > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/124767873/schwing-and-a-slap,4.0,-1,Boulder,V5,1,14,46.2939,-124.07361
"Seam of Pain","Sword Boulder > The Sword/Underwear Rock > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123059332/seam-of-pain,3.0,-1,Boulder,V5,1,18,47.57013,-120.78799
"Second Piece","Yonko boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119252133/second-piece,1.7,-1,Boulder,V5,1,10,47.84434,-121.61444
"Serious Backbone","Thunderclap Boulder > Outer Space Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122952500/serious-backbone,4.0,-1,"Boulder, Alpine",V5,1,15,47.80057,-121.05464
"Shark Fin","AlpenGlow (aka Upper Kueffler Road Boulders) > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108861015/shark-fin,2.7,-1,Boulder,V5,1,15,45.67919,-122.06415
Sheniqua,"420 > The 420 Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108558180/sheniqua,3.2,-1,Boulder,V5,1,,47.56248,-120.77662
"Shoe Burglar","Shoe Burglar > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119917411/shoe-burglar,2.2,-1,Boulder,V5,1,,47.76128,-121.12899
Shoobies,"North Cluster > Kalaloch Beach 3 > Olympic Bouldering > Olympic National Park > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/126352156/shoobies,4.0,-1,"Boulder, Alpine",V5,1,,47.64562,-124.38751
"Shrek Erect","The Diamond > The Pit > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120082671/shrek-erect,2.0,-1,Boulder,"V5 PG13",1,,47.76138,-121.12911
"Silver Bullet","(b) Titanium Boulder > (3) Access Road Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120547100/silver-bullet,2.0,-1,Boulder,V5,1,8,47.42943,-121.61928
"Sine of the Times","Girlfunk > The Labyrinth > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118731162/sine-of-the-times,3.0,-1,Boulder,V5,1,,47.58725,-120.68716
"Slab & Wesson (Sit)","(f) Slab & Wesson Boulder > (2) Highway Ditch Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120545776/slab-wesson-sit,1.3,-1,Boulder,V5,1,27,47.4291,-121.62042
Slaughterhouse,"The Pasture > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/115452642/slaughterhouse,2.3,-1,Boulder,V5,1,,47.54418,-120.67133
"Slippery When Wet","Lake side Boulder > Rattlesnake Lake Bouldering > Exit 32; Rattlesnake Lake > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121653728/slippery-when-wet,2.5,-1,Boulder,V5,1,10,47.43427,-121.77321
"Snaked Left","Snaked Boulder > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119405195/snaked-left,3.4,-1,Boulder,V5,1,,48.65849,-122.46109
"Snaked Stand","Snaked Boulder > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/120913629/snaked-stand,3.1,-1,Boulder,V5,1,,48.65849,-122.46109
Solaire,"Hollowed Boulder > Pitless Avocado > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117863470/solaire,3.0,-1,Boulder,V5-,1,,47.58472,-120.68109
"Solar Chakra","Obelisk Boulder > Deception Glade Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119461697/solar-chakra,2.4,-1,Boulder,V5,1,15,47.43708,-121.66275
Solitude,"Blue Tailed Friend Boulder > Salty Spitoon > Granite Point Boulders > Granite Point > Southeast Corner > Washington",https://www.mountainproject.com/route/119433568/solitude,3.0,-1,Boulder,V4-5,1,14,46.60115,-117.36286
"Span Man Stand","Span Man > Fuzz Wall > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119330516/span-man-stand,3.0,-1,Boulder,V5,1,,47.57511,-120.79262
"Spike Spiegel","Cowboy Bebop Boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122307581/spike-spiegel,3.6,-1,Boulder,"V4-5 PG13",1,20,47.8444,-121.61451
"Spinal Snap","Fraggle Rock Group > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120376428/spinal-snap,1.6,-1,Boulder,V5,1,12,47.84649,-121.60922
