Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Baby Elephant","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119589868/baby-elephant,3.4,-1,Boulder,V5,1,,47.75635,-121.12923
"Balance of Power","Thermopylae Wall > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106022811/balance-of-power,3.0,-1,Boulder,V5+,1,12,47.84753,-121.60596
"Bangladore Torpedo","Royal Flush > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124077749/bangladore-torpedo,1.0,-1,Boulder,V5,1,8,47.65608,-120.72942
"Battle Scar Galactica","Bouldering > Tumtum > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/108099446/battle-scar-galactica,3.0,-1,Boulder,V5-6,1,25,47.84033,-117.75534
"Beauty and The Beast","The Carnival Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116805092/beauty-and-the-beast,2.7,-1,Boulder,V5,1,,47.55558,-120.76821
"Ben Carney's Bowling Balls","Ice Cube > Twisted Tree > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118600902/ben-carneys-bowling-balls,1.5,-1,Boulder,V5,1,7,47.56114,-120.77754
Biff,"McFly > Blockbuster Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121379265/biff,2.0,-1,Boulder,V5,1,4,47.79539,-121.0648
"Big Papa","Steam Roller Cave > The Crown Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645312/big-papa,3.0,-1,Boulder,V5,1,,47.76095,-121.12897
"Blind Spot","Slot Boulder > Chaos Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126457417/blind-spot,3.0,-1,Boulder,V5,1,10,47.56597,-120.78049
"Bok Choy","Alphabet Wall Boulders > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123168549/bok-choy,3.1,-1,Boulder,V5-6,1,10,47.54431,-120.7435
"Bottlecap Banshee","Stinker Boulder > Aries Boulders > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119957800/bottlecap-banshee,2.7,-1,Boulder,V5,1,13,47.84795,-121.60879
"Brass Balls","Resonation Boulder > Funpuppet Boulders > Central Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119279238/brass-balls,2.0,-1,Boulder,V5,1,,47.84766,-121.60683
"Buena Vista","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118981454/buena-vista,2.7,-1,Boulder,V5,1,12,47.59004,-120.80422
"Buggy Jug","The Big Rock > Naval Air Station Whidbey Island > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/124622074/buggy-jug,3.0,-1,Boulder,V4-5,1,15,48.33392,-122.68807
Bullseye,"Time Bomb Boulder > Main Area > Lost Ledge > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119529101/bullseye,3.0,-1,Boulder,V5,1,20,48.65855,-122.46107
"Bushy Tail Traverse","King of the Hill Boulder > Paradise Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115406288/bushy-tail-traverse,3.0,-1,Boulder,V5,1,,47.64236,-121.37721
"Butt Bongo","The Five Star Warmup > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106764778/butt-bongo,3.3,-1,Boulder,V5,1,20,47.84363,-121.61506
"CDC Crack","CDC > Semantics Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119916776/cdc-crack,2.3,-1,Boulder,V5,1,,47.76112,-121.12828
Chaac,"Chaac > Funpuppet Boulders > Central Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119248994/chaac,3.6,-1,Boulder,V5-,1,25,47.84757,-121.60684
Coexist,"Coexist Boulder > Hideout Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115188302/coexist,3.5,-1,Boulder,V5,1,,47.64881,-121.36998
"Cole's Crack","Cole's Boulder > Main Area > Mitchell Plateau > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114942002/coles-crack,3.2,-1,Boulder,V5,1,12,47.54496,-120.72542
"Compresh Sesh","Pop Rocks Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123134097/compresh-sesh,2.0,-1,Boulder,V5,1,8,47.22505,-120.98489
"Container Sit","Aries Low Balls > Aries Boulders > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121929020/container-sit,2.0,-1,Boulder,V4-5,1,12,47.84793,-121.6086
"Coyote Peyote (Sit)","Coyote Cobble > **Bouldering at Vantage > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/120280752/coyote-peyote-sit,3.0,-1,Boulder,V5,1,,47.0328,-119.95322
"Creme de la Crap","Durian Boulder > West Side > Lake Crescent > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/124624498/creme-de-la-crap,3.0,-1,Boulder,V5,1,12,48.08493,-123.73657
"Crimper Classic","UW Rock > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119017130/crimper-classic,3.0,-1,Boulder,V4-5,1,,47.6481,-122.301
Crocodilian,"Western Outliers > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443439/crocodilian,4.0,-1,"Boulder, Alpine",V5-6,1,,47.79325,-121.08937
"Darth Maul","Star Wars Boulders > Mountain Home Road Boulders > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105792391/darth-maul,3.7,-1,Boulder,V5,1,10,47.54458,-120.66824
"Der Town Dead","Bushcraft Boulder > Straightaway Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/122165720/der-town-dead,2.8,-1,Boulder,V4-5,1,,47.54615,-120.74673
"Designated Hitter","Dugout Cave > Mt. Washington Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126164786/designated-hitter,3.0,-1,Boulder,V5-6,1,12,47.44185,-121.6727
"Desperate Attention","Desperate Attention > Quarry Boulders > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119327674/desperate-attention,3.5,-1,Boulder,V5,1,,47.83323,-121.51779
"Dire Wolf","Musashi boulder > The Egg > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116770089/dire-wolf,2.4,-1,Boulder,V5,1,,47.57192,-120.78939
"Dirk Diggler","Lichen Rock > Minnehaha > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/106277753/dirk-diggler,2.7,-1,Boulder,"V5+ PG13",1,10,47.68819,-117.32498
Dizlocator,"EZPZ > East Side > Lake Crescent > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/120390187/dizlocator,2.0,-1,Boulder,V5,1,8,48.08503,-123.7284
"Dog Paddle","Dog Beach Boulder > The Beach Parking Boulders > The Beach and Forest Area > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124463447/dog-paddle,2.7,-1,Boulder,V5-6,1,10,47.58583,-120.70594
"Dorris Day","Beach Boulders > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106502198/dorris-day,3.0,-1,Boulder,V4-5,1,,47.82541,-121.61738
"Dry Fire","The Moudra > Bulletin Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114314570/dry-fire,2.0,-1,Boulder,V5,1,15,47.54429,-120.7156
Dyno,"Man About Town Boulder > Booka Boulders > **Middle Fork Boulders > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123180012/dyno,3.0,-1,Boulder,V5,1,10,47.54872,-121.52295
Dyno,"Hilltop Boulder > Japanese Gardens > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119931816/dyno,2.0,-1,Boulder,V5,1,10,47.54674,-120.72559
Eggshells,"UW Rock > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118930661/eggshells,2.5,-1,Boulder,V5,1,,47.6481,-122.301
"El Bicho","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118981493/el-bicho,2.7,-1,Boulder,V5,1,12,47.59004,-120.80422
"El Navigante","El Navigante > Funpuppet Boulders > Central Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111927341/el-navigante,4.0,-1,Boulder,V5,1,35,47.84745,-121.60657
"Encino Falls","Pipeline Boulder > Quarry Boulders > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119575611/encino-falls,3.0,-1,Boulder,V5,1,12,47.83316,-121.51781
"Enter the Dragon","Bruce Lee Boulder > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/110189877/enter-the-dragon,3.1,-1,Boulder,V5,1,15,45.64307,-122.03417
Excavator,"Truck Stop Boulder > Deception Glade Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123441923/excavator,2.0,-1,Boulder,V5,1,12,47.43917,-121.6635
"Face Crack","First Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117135154/face-crack,2.4,-1,Boulder,V5,1,15,47.82262,-121.55947
"Fancy Seeing You Here","Main Cluster > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443279/fancy-seeing-you-here,4.0,-1,"Boulder, Alpine",V4-5,1,10,47.79356,-121.08888
Fastball,"UW Rock > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120174507/fastball,3.0,-1,Boulder,V5-,1,,47.6481,-122.301
"Feel The Pinch","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108184582/feel-the-pinch,3.4,-1,Boulder,V5,1,12,47.54501,-120.73283
"Fingers n Ferns","South Fork Wall > Mt. Washington Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126165029/fingers-n-ferns,2.7,-1,Boulder,V5,1,12,47.44183,-121.67268
"First Steps","Western Outliers > Lichtenberg Boulders > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125443431/first-steps,2.0,-1,"Boulder, Alpine",V4-5,1,,47.79325,-121.08937
"Fluffing the Turkey","River Boulder > 1st Field > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119590203/fluffing-the-turkey,2.8,-1,Boulder,V5,1,,47.75635,-121.12923
"Flushing a Dead Rooster","Bouldering > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/109748680/flushing-a-dead-rooster,3.3,-1,Boulder,V4-5,1,,47.83545,-117.72501
"Foolish Tara","Tara Boulder > Roslyn > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/123133042/foolish-tara,4.0,-1,Boulder,V5,1,40,47.22444,-120.98636
"Footless Traverse","Campus Traverse > Swiftwater Boulders > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106551257/footless-traverse,3.7,-1,Boulder,V5,1,20,47.65635,-120.72949
"Forgotten Gold?","Busted Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/124749979/forgotten-gold,4.0,-1,Boulder,V5-6,1,13,47.54501,-120.73283
"Fridge Center (Variation)","The Fridge > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117709531/fridge-center-variation,3.9,-1,Boulder,V5,1,,47.54741,-120.69566
"Friendly Fire","(f) Partner Gunfight Boulder > (1) Cable Sign Zone > Pistol Boulders > Far Side Boulders > **Bouldering at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120596491/friendly-fire,3.0,-1,Boulder,V4-5,1,9,47.42938,-121.61981
"Full Hollow","Hollowed Boulder > Pitless Avocado > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117863422/full-hollow,3.0,-1,Boulder,V5,1,,47.58472,-120.68109
"Funny and Cheap","Sunny and Steep Boulder > Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106576762/funny-and-cheap,2.9,-1,Boulder,V5,1,,47.54533,-120.73288
"Fuwa Fuwa no Mi","Straw Hat boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120545844/fuwa-fuwa-no-mi,3.5,-1,Boulder,V5-6,1,,47.84429,-121.61425
"Ghostride the Whip","Whip Boulder > Icicle Buttress Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119821581/ghostride-the-whip,-1.0,-1,Boulder,V5,1,10,47.54715,-120.75172
"Gimme Back My Id","Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114424926/gimme-back-my-id,3.0,-1,Boulder,V5,1,,47.81749,-121.59801
"Glass Slab Left","Lower Domestic Dome boulders > Domestic Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/125942294/glass-slab-left,4.0,-1,Boulder,V5,1,25,47.54465,-120.73719
"Good Times Left","Good Times Boulder > Lower Boulders > Bridge of the Gods Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/120361241/good-times-left,2.0,-1,Boulder,V5,1,15,45.6716,-121.9359
"Grandview Arete","Grandview Boulder > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118981416/grandview-arete,3.3,-1,Boulder,V4-5,1,15,47.59004,-120.80422
"Great Zimbabwe Walls","Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108259942/great-zimbabwe-walls,2.5,-1,Boulder,V5,1,,47.82318,-121.55852
"Green Bull","Admirals boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119251927/green-bull,2.1,-1,Boulder,V5-,1,,47.84449,-121.61423
"Green Padded Ass","The Five Star Boulder > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108055182/green-padded-ass,3.3,-1,Boulder,"V5 R",1,25,47.84284,-121.61072
"Grotto-erotic Asphyxiation","The Grotto > Fern Gully Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119645768/grotto-erotic-asphyxiation,3.0,-1,Boulder,V5,1,,47.76074,-121.12833
Gutbuster,"Gutbuster Boulder > East Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106022802/gutbuster,2.0,-1,Boulder,V5,1,12,47.84784,-121.60657
"Hairy Spotter","Hairy Spotter Boulder > Mad Meadows > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117823991/hairy-spotter,2.5,-1,Boulder,V5,1,10,47.54256,-120.72302
"Haki Direct","Straw Hat boulder > Grand Line Boulders > Reiter Road > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119287323/haki-direct,3.0,-1,Boulder,V4-5,1,,47.84429,-121.61425
"Han Solo Lightsaber Tournament","The H.S.L.T. Boulder > The Beach Parking Boulders > The Beach and Forest Area > ** Bouldering in Tumwater Canyon > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/112071765/han-solo-lightsaber-tournament,2.5,-1,Boulder,V5,1,,47.58648,-120.70581
"Hand up her Shirt","As Yet Unclassified boulders > Lower (Main) Area > Hamilton Boulders > Columbia Gorge > South-West & Tacoma > Washington",https://www.mountainproject.com/route/108495268/hand-up-her-shirt,3.0,-1,Boulder,V5-,1,,45.64319,-122.03403
"Harness Right At Home Traverse","Nevermind Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119072487/harness-right-at-home-traverse,2.0,-1,Boulder,V5-6,1,15,47.43561,-121.6638
"Heather Despair","Beach Episode Rock > Clayton beach > Larrabee > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/121105991/heather-despair,3.4,-1,Boulder,V5,1,20,48.64033,-122.48167
"Hercules Hug","Hercules Boulder > 420 Zone > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120910710/hercules-hug,2.8,-1,Boulder,V5,1,10,47.66384,-121.40374
"Hexxus Project Variation","Hexxus Boulder > Fern Gully > Bulletin Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119000156/hexxus-project-variation,3.0,-1,Boulder,V5,1,,47.54661,-120.71335
"Hi Ho Silver","Hi Ho Silver > Washout Boulders > Morpheus Boulders > Miller River Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122721205/hi-ho-silver,4.0,-1,Boulder,V5-6,1,,47.66765,-121.40444
"High and Dry","High and Dry boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120080611/high-and-dry,3.0,-1,Boulder,V4-5,1,,47.81735,-121.60198
"High Fantasy","The High Seat Boulder > Fantasy Boulders > 2nd Talus > Smithbrook > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121374388/high-fantasy,2.0,-1,Boulder,"V5 X",1,15,47.79615,-121.06212
Highball,"Lichen Rock > Minnehaha > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/118725491/highball,2.3,-1,Boulder,V4-5,1,,47.68819,-117.32498
"Hilltop Shogun","Hilltop Boulder > Japanese Gardens > ** Bouldering in Icicle Creek > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119931772/hilltop-shogun,3.0,-1,Boulder,V4-5,1,12,47.54674,-120.72559
"Hittin The Rail","Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115438028/hittin-the-rail,3.3,-1,Boulder,V5,1,,47.81721,-121.60166
Holy,"Aries Boulder > Aries Boulders > Clearcut > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115463713/holy,2.9,-1,Boulder,V5,1,20,47.84797,-121.60878
Honeyhole,"The Machete > Whiteface Cluster > Whiteface Area > 2nd Field (Main) > Treasury > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119609155/honeyhole,3.8,-1,Boulder,V5,1,,47.76092,-121.12903
"Horse Fly","Roadside Boulder > Jefferson Lake > Olympic Bouldering > Olympic National Park > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/106806098/horse-fly,3.0,-1,"Boulder, Alpine",V5,1,,47.7343,-123.15347
"I've been waiting an hour to be beamed up, Scotty.","Beam Me Up Boulder > West Forest > Forest > Reiter Foothills > Gold Bar Boulders > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122898670/ive-been-waiting-an-hour-to-be-beamed-up-scotty,2.0,-1,Boulder,V4-5,1,,47.84836,-121.60932
